,score,text,score_ideal
420,0,"starting at rs.42,990",
421,0,congratulations....,
422,0,"hc suggests nikon to withdraw flipkart, snapdeal from caution notice",
423,0,dtn flipkart vs truce lesson for online the conversation around e-commerce marketplaces an...,
424,0,"of an invincible man who refused to give up, \god walks my dreams\\""
2284""",
425,0,rt just found this video of the making of this photoshoot for flipkart...can u tell i had barely slept the night …,
426,2,rt congratulations winners! inbox us your email ids with your id proofs to receive your flipkart vouchers from us.,
427,0,"pro et701 tablet at 41% off buy for rs 3499 on  here 
go",
428,0,es3528 riley analog watch  - for women is selling cheaper at inr 9595 today,
429,0,latest from flipkart adds ping chat feature to its mobile suite,
430,2,"why top executives are leaving startups 

most to start up on their own. enuf space for all to grow n create value.",
431,0,newborn to toddler portable rocker is selling cheaper by 7% at inr 4199 today,
432,4,tomorrow's episode of  is going to be awesome and it's titled \flipkart pings it,
433,-1,"how u cancel my order if your seller first delivered the item on the address now he cant 
od103715045879753700",
434,2,"yayayayaya finally thankyou soooo   much team, you're the best...  wshing you gr8 success for",
435,2,rt    congrats deserving,
436,0,finally got rid of in reboot loop.,
437,6,rt  wow congrats guy ;-),
438,2,rt   congrats,
439,0,"rt    

congratulations....",
440,0,ty so much,
441,2,thanks,
442,3,haha thankyou,
443,3,"can you beat this, i just praised and here is one more signs of dumbness",
444,1,pray for me ;p,
445,7,thank you so much team love you....big  thanks  for making my day,
446,0,court adjourns hearing on plea against nikon's advisory notice,
447,1,rt    pray for me ;p,
448,-2,your team is asking for registered email id after so much chaos again. exhausting,
449,4,"you played really well, m sure you'll win too...",
450,4,"rt    you played really well, m sure you'll win too...",
451,3,rt    haha thankyou,
452,0,"hope,believe,faith",
453,2,i invited all my friends played hard till the end wish to win plz disappoint me team,
454,0,rt how ping aims to redefine through the,
455,0,grea alexander retailers flipkart –,
456,2,congrats again,
457,4,after numerous mails i am still not able to get my edge royality redeemed flipkart coupon. kindly help,
458,-3,"congrats.
desperately wanna be the next one",
459,2,congratulations girl!,
460,2,do you have an invite for flipkart’s ping? please send me one.gy,
461,-2,plz don't disappoint me team,
462,0,not sure why my order  od303743684285138100 is being canceled ?,
463,8,thank you    best of luck,
464,5,plz check my entries invited all my friend played till the end wish to win,
465,4,top executives are leaving startups like flipkart and ola. are they hungry to start their own ventures?,
466,2,congratulation,
467,0,a few days ago  was running a sale on - they were retailing for under 3k.,
468,1,ping  &amp; ping  for announcing the new shopping experience via waiting for an invite now..,
469,0,only 4 winners left don't break my heart plz,
470,0,_kumarprashanth rt how ping aims to redefine throu…,
471,0,niteshbhalothia rt how ping aims to redefine throu…,
472,0,i believe you will make my day tomorrow,
473,6,hoping to be 7th winner,
474,1,"hey, check out ping! - let’s shop together on ping by flipkart. here’s an invite",
475,0,"macha to disprove it i can state flipkart, oola and many more....we started late  &amp; soon v will take global space in products !!",
476,0,avaiable now  flipkart,
477,0,smashwords and flipkart to end distribution relati...,
478,0,flipkart launches ping for collaborative shopping experience,
479,0,the cutest bookmark from flipkart. a cutout comb for those that are too…,
480,0,"'atmospeher' &amp; 'ushered'   -&gt; discover flipkart offers, coupon codes at",
481,0,hey   looks like some spam stuff,
482,0,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking platform in…",
483,0,rt hey   looks like some spam stuff,
484,10,rt we have winner congratulations  - we hope you enjoy your rs.5k  voucher! ht…,
485,7,rt   here's my happy winning,
486,0,"deals of the day – august 26, 2015",
487,0,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking…",
488,0,min 50% off,
489,6,rt a bowl of is inspiration enough! to win flipkart vouchers.,
490,3,"i want to exchange my 500 rs bms voucher with flipkart or amazon voucher... 

pls help me",
491,0,"make a price comparison site and retrieve information directly from amazon, flipkart and snapdeal -- 3 by v3king",
492,3,good news!!!!!!! mountain peak books will be soon available on flipkart.,
493,4,rt tomorrow's episode of  is going to be awesome and it's titled \flipkart pings it,
494,0,how come the 16gb moto phone both colors out of stock for the last days ?  when do guys plan to have it available ?,
495,1,91% off newtronics back cover for htc desire 816 800 d816w (transparent black) price mrp,
496,0,is doing window shopping on flipkart,
497,2,cant find redmi 2 prime mobile. plz collect this phone.any chance to get?,
498,6,rt and on  you get a chance to win a monisha jaising luxe wrap when you order http…,
499,0,this one?,
500,0,rt this one?,
501,-1,"once upon a time  used to deliver books in a cardboard box and cute bookmarks.now, no bookmarks &amp; old bubble wrap.bookstore missing",
502,0,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking platform in india",
503,4,"i hope you guys are not planning \only mobile\\ like flipkart.\""""",
504,0,participate here,
505,0,0,
506,0,"after myntra, flipkart to dabble in social shopping! ping announced!",
507,0,od003736137582405000 is supposed to be delivered on 27th..not yet shipped! i am watching closely,
508,3,hey  nice way to upload my contacts to your servers. well played!,
509,4,"rt    

participate here 

\dhvani bhanushali\\ contest and win flipkart 5k voucher""",
510,0,1,
511,0,"flipkart today announced ping, a new feature in its mobile app which will allows users to chat with their friends while shopping.",
512,2,wah!! congratulation,
513,0,do you know abt this one?,
514,0,"\shrinking interactions with the founders coupled with decreased influence on impactful decisions\\""
2967""",
515,0,"of an invincible man who refused to give up, \god walks my dreams\\""
3138""",
516,6,"join guys  take part in \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
517,0,get pradeep an invite!,
518,0,rt the link to order on  right,
519,6,"join guys hifidigi take part in \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
520,0,your flipkart guys are cheating,
521,4,"rt  tell us about the song &amp; win flipkart egv! tweet us using our tag \ dhvani bhanushali \\. go go go!""",
522,6,"join  &amp; play \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
523,0,participate here guys,
524,1,want to shop online with your friends? has a solution. -,
525,6,"rt join guys  take part in \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
526,0,3rd gen,
527,-3,you flipkart guys cheated me i 'll prove ....what you are doing mr . ceo sachin,
528,-3,dont you feel bad,
529,0,microsd card 16 gb 30 class 10 is selling cheaper at inr 401 today,
530,0,"rt shop\ping\\ redefined by""",
531,0,2,
532,2,btw had an interesting conversation with flipkart rep yesterday regarding ads. ads are only shown on android app as of now.,
533,4,top executives are leaving startups like flipkart. are they hungry to start their own ventures?,
534,-2,flipkart ...y asking for trouble by joining hands with indian post.,
535,1,"if our tag \ dhvani bhanushali \\ starts trending in india we will increase the total amount of flipkart egv's too! rt\""""",
536,1,"rt if our tag \ dhvani bhanushali \\ starts trending in india we will increase the total amount of flipkart egv's too! rt\""""",
537,0,flipkart launches a new feature called 'ping' -  -,
538,0,"- prestige mini induction cooktop pic 1.0 rs. 1299, men’s clothing minimum 50% off – flipkart",
539,0,flipkart ping lets you go on an online shopping spree with your flipkart has… sps®,
540,0,lets rock,
541,4,"rt why top executives are leaving startups like flipkart, snapdeal, ola &amp; others - economic times\",
542,0,"ping by  from social shopping to bargaining,bill split,group buying. endless possibilities",
543,-1,order 203718422057485600 puma running shoe not yet delivered. got the refund but surprised with no updates,
544,-1,missed the k3 note sale on flipkart by 1 minute! — feeling down,
545,0,rt lets rock,
546,-1,od003728820444273200 i received my moto g3 today but the promised airtel sim card was missing from the package. what do i do now?,
547,1,please get in touch with  in this regard.,
548,0,today's contest is live on our fb page. hop on now! egvs are up for grabs. rt,
549,-2,"no they don't cheat,but their process is lame and some dumb irresponsible people in support center",
550,0,rt today's contest is live on our fb page. hop on now! egvs are up for grabs. …,
551,-1,"hi,i hv placed some wrong product if i cancel my order thn i'll get my gift card money back or not??",
552,0,"are making online shopping more social, launching more here -",
553,0,"savemoneyindia prestige mini induction cooktop pic 1.0 rs. 1299, men’s clothing minimum 50% off – flipkart",
554,0,"prestige mini induction cooktop pic 1.0 rs. 1299, men's clothing minimum 50% off - flipkart",
555,0,more cheap service than telecom company i.e.    cc,
556,0,get extra 5% off on 2-in-1 laptops on purchase through debit cards,
557,0,wud luv to see this in india as well   amazon uk will waive delivery fees if you pick your order up,
558,1,"boy! is she mad 
not fair flipkart,not fair",
559,0,- i have a flush  - full house baby(5bn);  -ye lo royal flush..ping!,
560,2,"with $15 billion valuation and 330 employees, snapchat tops the list with highest valuation per headcount $48 million.flipkart about1 mil!!",
561,0,android one is selling cheaper at inr 5182 today,
562,-1,expansion 3 tb external hard disk is selling cheaper by 4% at inr 7999 today,
563,0,when is the next open sale for k3 note in flipkart?,
564,6,give your pet best of what they deserve buy pet supplies on flipkart and get great discounts and deals on them,
565,4,"dhvani bhanushali is now trending in india! let's take it higher folks! 

keep tweeting &amp; win flipkart egv's! rt",
566,0,wedge mobile bluetooth standard keyboard is selling cheaper by 2% at inr 4190 today,
567,4,"rt dhvani bhanushali is now trending in india! let's take it higher folks! 

keep tweeting &amp; win flipkart egv's! rt",
568,-2,pl send screen grab of the error message will take it up with,
569,0,flipkart ping lets you go on an online shopping spree with your flipkart ping lets you go on an onlin...,
570,0,canvas knight cameo a290 is selling cheaper at inr 7095 today,
571,0,to remove the names of  &amp;  from website advisory.,
572,6,congratulations  on winning the contest. inbox us with your email id to claim your flipkart voucher,
573,0,rt  to remove the names of  &amp;  from website advisory.,
574,6,rt congratulations  on winning the contest. inbox us with your email id to claim your flipkart voucher,
575,0,what about 10 weekly winners for flipkart vouchers .........,
576,0,&amp;  let d process of buying b simple dont make it complicated by having registrations,
577,0,haa yar.just a product feature web pe daal dete press release. khane ko bhi nhi mila dhang se,
578,0,50% off jbl t26c wired headphones price mrp,
579,0,"'jagatraj', 'tirpathi', 'payno' &amp; 'bora'   -&gt; discover flipkart offers, coupon codes at",
580,0,"'dismisses'   -&gt; discover flipkart offers, coupon codes at",
581,4,top executives are leaving startups like flipkart and ola. are they hungry to start their own senio...,
582,1,please check screenshot,
583,0,to withdraw suit against them following their submission.,
584,0,"aims to redefine e-commerce through the messenger, 40% online shopping in india happens through...",
585,0,flipkart likely to shut down website in september to follow app-only model,
586,4,"why top executives are leaving startups like flipkart. are they hungry to start their own ventures?
post link",
587,0,is looking into it.will check with  &amp; get back on what's the issue.,
588,4,"rt why top executives are leaving startups like flipkart, snapdeal, ola &amp; others",
589,5,flipkart's is amazing service. just needs to be incorporated in the way it should. right now need an invite soon.,
590,4,why top executives are leaving firms like    &amp; others,
591,0,rt   is looking into it.will check with  &amp; get back on what's the issue.,
592,0,nexus 5 is selling cheaper by 3% at inr 26999 today,
593,0,flipkart rakhi offer get rs 250 e-gift voucher on purchase of rs 4000,
594,0,flipkart’s ping redefine e-commerce and enables social shopping through the,
595,1,91% off newtronics black back cover for htc desire price mrp,
596,0,nvidia gtx660 ti-dc2t-2gd5 2 gb gddr5 graphics card is selling cheaper at inr 24400 today,
597,0,- 76% off on star xxxl teardrop bean bag cover at flipkart,
598,0,a6000 plus is selling cheaper at inr 7000 today,
599,0,rt alibaba says its new artificial intelligence platform is china’s first  is building,
600,5,share store online - buy share products online at best price in india |,
601,0,congratsss,
602,0,congratssss,
603,0,large e-com firms will follow,
604,3,"won book for me
his email 
my phone no.- 8978741628",
605,2,"flipkart gift vouchers rs. 250 cashback on rs. 4000

rs.3750.00",
606,0,eagle kichen pro roti maker is selling cheaper by 2% at inr 480 today,
607,0,swipe ultimate tablet is selling cheaper at inr 13990 today,
608,0,my  answer to how many days does it take to receive an order from chennai to allahabad through flipkart?,
609,0,flipkart introduces ping to enable social shopping,
610,0,"alcatel pop 8s tablet  rs 10,499 at flipkart – 3 launch offers",
611,0,aarushi (english) is selling cheaper at inr 189 today,
612,0,"just got off flipkart app, they must learn from jabong &amp; amazon! which counts as your fave app?",
613,4,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others?",
614,0,"amazon, crosswords, the vuca company in flipkart",
615,4,day by day flipkart is providing awesome sevices as well as offers,
616,0,xperia z ultra is selling cheaper at inr 13398 today,
617,0,fyi this is what an original controller looks like. it ships with a disc and not a printout.,
618,5,rt order all aboard from flipkart and you could win a monisha jaising luxe wrap. details,
619,0,shop,
620,4,flipkart day by day flipkart is providing awesome sevices as well as offers,
621,0,tp-link td-w8961nd 300mbps adsl2 wireless with modemrouter is selling cheaper at inr 1575 today,
622,0,usb 2.0 keyboard is selling cheaper at inr 2890 today,
623,2,flipkart gift vouchers rs. 250 cashback on rs. 4000,
624,0,"i guess he wud speak about delivery speed of flipkart 
bcz it is hillarious in itself.",
625,0,wanted to order your book. can't find it on flipkart,
626,0,sandisk sdhc 32 gb 48 class 10 ultra is selling cheaper at inr 796 today,
627,6,this wonderful tote bag from  wud be an apt gift for her to carry things.,
628,0,rt get hold of the octa-core processor loaded in today's flash sale,
629,2,rt mrs funnybones arrived today via  i was secretly hoping for a personalised copy alas!!!,
630,0,"\shrinking interactions with the founders coupled with decreased influence on impactful decisions\\""
4067""",
631,0,"of an invincible man who refused to give up, \god walks my dreams\\""
4238""",
632,2,rt take part in the contest and take home 2 flipkart exclusive smartphones. going live 12 noon tomorrow!,
633,0,sure!,
634,0,excited.. m in...,
635,0,photo frames starting at rs.699,
636,0,check this out on flipkart!,
637,0,"102cm (40) full hd tv just rs.23,990",
638,0,lets play.....,
639,2,rt    congrats again,
640,2,rt    congratulations girl!,
641,2,rt    congrats,
642,0,claims none of the web firms in the world were building apps with deep linking technology as its,
643,0,satya paul women party brown genuine leather  clutch is selling cheaper by 15% at inr 549 today,
644,0,when is the result of contest?,
645,2,"rt    
congrats",
646,0,rt    congratssss,
647,0,rt rt shopping goes social with flipkart ping,
648,0,floral door curtains minimum 50% off,
649,0,"t-shirts, shirts &amp; more min 50% off",
650,0,rt check this out on flipkart!,
651,0,"rt 
before  flipkart 
after  bullock cart",
652,0,resorts to ‘ping’ to redefine through a messenger!,
653,0,floral window curtains minimum 50% off,
654,0,i'm .,
655,0,flipkart ping wants to make mobile shopping a more social experience,
656,0,got the flipkart ping invite. you can create groups too.,
657,3,wtf?! that has to be a typo - dear  please check! o_o,
658,0,that's great! really looking forward to it!,
659,0,- flat 50% off on home sofas -- flipkart -- rs. 14950.0 -- home décor &amp; furnishing,
660,0,"etretail | waitlist for flipkart ping already at over 100k, says punit soni",
661,0,xperia c3 is selling cheaper at inr 15794 today,
662,-2,my  answer to what are the hidden charges for selling on snapdeal and flipkart?,
663,2,you got a chance to use it? i thought it wasn't live yet,
664,0,last few hours! get 5% instant on all orders at with debit cards -,
665,-3,"oh wait, it is a typo - look at the price offered by the other seller - inr phew!  had me worried for a moment!",
666,0,i'll wake up early tomorrow  . so that i can play contest !!!,
667,0,groovy a5 in-the-ear wireless headset is selling cheaper at inr 1825 today,
668,0,buy home security cameras upto 70% off at starting price rs 539 via flipkart,
669,0,i sent you an invite. check it out,
670,-1,rt the ping waitlist is now over a 100k!! working hard to send out more invites... let's keep going!,
671,0,and executives present used cars platform,
672,0,rt i ordered it from  and see from where they got it.,
673,0,my  answer to why isn't snapdeal's current evaluation promising enough compared to flipkart?,
674,3,best 25 online shopping website in india,
675,0,i'm in the contest! get ready with ur smartphone.. i recently got,
676,3,excited,
677,0,flipkart launches new feature 'ping',
678,0,"rt   -&gt; discover flipkart offers, coupon codes at",
679,0,"rt smashwords and flipkart to end distribution relationship - amazon scores victory. in your opinion, is this good... http…",
680,0,my favourite shopping site,
681,0,bricks and more - wheels is selling cheaper at inr 893 today,
682,0,ordered lenovo a6000 which was expected to deliver by but not yet reached... can i expect any explanation ?,
683,0,cooler master k281 mid tower cabinet is selling cheaper at inr 4350 today,
684,4,"rt  useful for those who are already using  , i was not interested initially but after  demo’ed, …",
685,2,when you are out delivering a cod worth 13k the least you can do is send a notification or call and inform!,
686,0,"'tayaar', 'agle', 'aurora' &amp; 'borealis'   -&gt; discover flipkart offers, coupon codes at",
687,0,"baggit, baggitworld   -&gt; discover flipkart offers, coupon codes at",
688,0,explorer a310e  74% off on and is not expected to reduce further in next couple of months.,
689,0,"i plcd an order frm flipkart, order no.\od203440014332970000\\ in parcel i rcvd""",
690,3,very excited team,
691,2,"can never beat the likes of flipkart or amazon's take a week to deliver a used product, and another week to refund!",
692,0,"my  answer to flipkart, snapdeal, paytm are not earning profits from their ecommerce part. what are their exit…",
693,0,my  answer to what is the minimum product requirement to sell on flipkart?,
694,0,3,
695,1,"flipkart has launched a new feature called ping, that allows users to chat with their friends while shopping within the mobile app.",
696,0,rt nikon india withdraws its consumer advisory against flipkart and snapdeal,
697,0,buy elixir arts matte laminated &amp; framed and posters available on flipkart.,
698,0,"smashwords and flipkart to end distribution relationship, by mark coker, including letter to jeff bezos",
699,-1,"launching of ‘ flipkart one stop ’ flipkart ping for sellers , for efficient results even on…",
700,0,i am in!!,
701,2,i want to buy your one plus 2 invite got from ola for rs. flipkart amazon voucher. interested?,
702,0,"plcd an order frm flipkart, order no.\od203440014332970000\\ in parcel i rcvd brick.""",
703,-1,pentax efina plus point &amp; shoot camera is selling cheaper at inr 3400 today,
704,0,biggest festival ever! are you up for it?,
705,0,"f&amp;d multimedia speaker at 50% off rs 1349  here  
rs 2079 
rs 2078",
706,0,court adjourns hearing on plea against nikon's flipkart advisory notice - ndtv,
707,0,"rt swipe elite(black, 16 gb, rs. 5999) features and price - flipkart | go shopping mart",
708,0,denver black.code edp - 50 ml (for men) is selling cheaper at inr 164 today,
709,0,"\flipkart deals &amp; discount coupons\\""
4735""",
710,0,flipkart keeps its app-only plan on hold to assess how it will impact sales in big-ticket categories,
711,0,rt \in the us,
712,0,"rt whatever be your wish, go bananas!",
713,0,airport express base station wireless router is selling cheaper at inr 6479 today,
714,0,rt book msg the messenger dvd online at,
715,1,please look into it,
716,-6,"received tiles in place ofsolution from flipkart against order no od203550289234107500. after having 20 days of fraud delivery, no solutio",
717,0,"rt flipkart blends social with shopping, launches ping for messaging",
718,0,"zte blade buzz v815w (white, 512 mb) is selling cheaper at inr 2399 today",
719,0,the zen drawing pack (hardcover) is selling cheaper at inr 1063 today,
720,0,"exxoninc premium flip cover case for micromax yureka yu yureka ao5510 mobile w
via",
721,-1,kdp select is destroying the book industry.if u are kind enough to do so -please buy my ebooks from smashwords.,
722,-3,"accidentally placed an order. can't cancel it, some issue with login. please cancel my order and confirm.
od003745076715051700",
723,0,"evolve (games, ps4) is selling cheaper at inr 1595 today",
724,0,"vivaa printed georgette women's kaftan - buy white vivaa printed georgette wom
via",
725,0,strontium microsd card 32 gb 70 class 10 nitro is selling cheaper at inr 799 today,
726,0,awesome!!,
727,4,"lol! thats finny... however, they showed a fantastic demo yesterday",
728,0,"xperia m (purple, 4 gb) is selling cheaper at inr 1490 today",
729,1,"rt flipkarts ping is here !
share the screen,ask for expert feedback
   htt…",
730,0,how to participate,
731,0,flipkart ping lets you go on an online shopping spree with your friends,
732,4,awesome,
733,0,"flipkart ping lets you chat with your friends in the app, shop for a product and discuss it with your friends,...",
734,1,"desire 500 dual sim (glacier blue, 4 gb) is selling cheaper at inr 13999 today",
735,0,most of the back covers and all the flip covers are out of stock.  sucks.,
736,0,"mini machines 5 pack (yellow, black) is selling cheaper at inr 629 today",
737,0,7.1 surround noise cancellation laptop headset (black) is selling cheaper at inr 500 today,
738,3,good jys will switch to android for flipkart ping,
739,0,"oneplus one (sandstone black, 64 gb) is selling cheaper at inr 21800 today",
740,1,"flyte mp3 store is more, but the the mix by you gave away for free is epic trippy music. belated thanks!",
741,0,sling urban photo 250 camera bag is selling cheaper at inr 3499 today,
742,1,no doubt 'that green shirt' demo was impressive,
743,0,flipkart’s new ‘f qck’ hyperlocal service to deliver order,
744,-1,damn excited for it,
745,1,here’s an invite,
746,-2,stag ninja fire table tennis racquet is selling cheaper at inr 1670 today,
747,0,winners of contest?,
748,0,waiting for it,
749,2,"jst bought moto g 3rd gen via  and delivery date is 29 aug, it's my birthday.. now it's like i'm getting a present frm myself.",
750,0,how to take part in this contest? contest,
751,0,anyone need invites for !! revert back. only 10 invites !!,
752,4,"rt  why top are leaving like flipkart, snapdeal, ola &amp; others",
753,0,the delivery cost of  is more than the cost of buying the book from,
754,0,plantronics voyager legend bluetooth headset is selling cheaper at inr 3999 today,
755,4,i don't want a refund i just want a replacement of a better quality product,
756,0,"\shrinking interactions with the founders coupled with decreased influence on impactful decisions\\""
5365""",
757,0,"of an invincible man who refused to give up, \god walks my dreams\\""
5536""",
758,0,"\flipkart deals &amp; discount coupons\\""
6033""",
759,0,"'conferencing', 'cctns' &amp; 'fireproof'   -&gt; discover flipkart offers, coupon codes at",
760,6,rt    its a great start to inculcate social feature in flipkart app. great start,
761,1,flipkart launched a new in-app feature for real time chatting -,
762,2,rt received it yesterday. it's no longer working. great service,
763,0,if possible do on goodreads or if you bought it from amazon or flipkart.,
764,4,"why top executives are leaving startups like flipkart, ola and snapdeal",
765,4,"rt why top executives are leaving startups like flipkart, ola and snapdeal",
766,0,hp8309 hair straightener is selling cheaper at inr 1256 today,
767,0,nikon india withdraws its consumer advisory against flipkart and snapdeal,
768,0,on flipkart's humble beginnings and market expansion.,
769,7,"actually pretty impressed with flipkart ping. good job, folks.",
770,0,i am in,
771,2,funky half shade aviators..go grab them at,
772,0,universal car clip mobile holde is selling cheaper at inr 105 today,
773,4,"rt in the next flipkart pings it, paytm banks it &amp; china crashes it! awesome fun, insights with",
774,-2,hi team i ordered a phone lenovo a6000 plus.. and i am using it.. but it problems comes out... it didn't work well..,
775,2,"for rs. at for more like this, do come to",
776,2,finally uber promo code worth 800rs is out! uber800free,
777,0,when will be moto g3 in stock again on flipkart.,
778,0,flipkart ping lets you go on an online shopping spree with your friends,
779,0,"nikon withdraws flipkart, snapdeal names from caution notice",
780,1,ordered mobile 3 times got defective products 3 times. what is the guarantee you give for future orders.,
781,0,smashwords and flipkart to end distribution relationship ? amazon scores victory,
782,6,ping looks like a great product from  looking forward to more innovation from the recently hired tech leaders,
783,0,pulse bluetooth speaker is selling cheaper at inr 6500 today,
784,2,"16gb for rs. at for more like this, do come to",
785,0,rt on flipkart's humble beginnings and market expansion.,
786,0,"'pragati', 'alison' &amp; 'parker'   -&gt; discover flipkart offers, coupon codes at",
787,0,"'virginia'   -&gt; discover flipkart offers, coupon codes at",
788,2,soon we will see exclusive flash sale of cars on,
789,0,"rt nikon withdraws flipkart, snapdeal names from caution notice",
790,1,"my entire khaandaan uses the same flipkart account, just to save money on  flipkart first. no use of",
791,0,level 2 elements resistance tube is selling cheaper at inr 1199 today,
792,5,good to see all sellers of jalandhar one platform against ekl. this will helpful for all and flipkart too.,
793,0,"the 'a' word

click link to choose to buy the book from amazon, flipkart and many more.",
794,0,get fastrack white analog watch for women for rs. 402 - snapdeal,
795,0,flipkart ping work aahuthaa..?!,
796,0,"rt f&amp;d multimedia speaker at 50% off rs 1349  here  
rs 2079 
…",
797,1,online free flipkart dod samsung microsdhc 32 gb at 749,
798,0,send an invite?,
799,0,"rt 
pro et701 tablet at 41% off buy for rs 3499 on  here 
go",
800,0,flipkart vs amazon vs snapdeal affiliate marketing in india via,
801,0,all lies always takes customer for ride,
802,0,coolpix s9400 advanced point &amp; shoot camera is selling cheaper at inr 14900 today,
803,0,sent!,
804,2,rt just uninstalled flipkart app  change ur policy..otherwise we will flush u out like anything..,
805,1,rt focused on but no timeline to go,
806,3,luckily have recorded all the calls to catch your and,
807,-1,minimum 50% off on pressure cookers &amp; pans - flipkart,
808,-2,ray ban aviator sunglasses is selling cheaper at inr 5990 today,
809,0,"ships faulty product, replace with faulty product &amp; then want you to purchase a new phone to solve their problem",
810,0,eos 1200d kit (ef s18-55 is ii) dslr camera is selling cheaper at inr 22800 today,
811,1,rvgrocks rt focused on but no timeline to go flipkart …,
812,0,it is,
813,0,it's available vikramjit. check,
814,0,it is available right now. get at,
815,3,it is available with another flipkart advantage seller completely safe to buy!,
816,4,hey a happy soul  aham_bhram_asmi wanna get free iphone 6? kindly check my bi0. thx,
817,0,alpha a77vm (body with 18-135 mm lens) dslr camera is selling cheaper at inr 86890 today,
818,0,"my order deliverd at different address than mentioned.
i ordered 3 quantity, on packet its written as 3 bt received only one.",
819,-1,"unfortunately, their response is too cool &amp; efforts are not seen to rectify mistakes immediately",
820,3,"cant you resolve customers issue immediately?
why it takes 10 min to connect call  &amp; need to wait 1 day fr problm solution",
821,0,lets see (kisme kitna he dun....) am also in.....,
822,0,rt below rs.20000,
823,0,flipkart's making shopping happening with this chat app,
824,0,"buy pop 8s  rs.10,499 from flipkart

buy",
825,0,2.1 multimedia speaker system explode is selling cheaper at inr 2498 today,
826,-1,bought a motox 32gb from flipkart which was downgraded to 16gb while under repairs with motorola. no answers yet in 6 months.,
827,0,one flipkart .... i am in....this contest....,
828,2,"flipkart exclusive  alcatel pop 8s tablet (black, 8 gb,  rs 10499",
829,4,\why top executives are leaving startups like,
830,4,"interesting. why top executives are leaving startups like flipkart, snapdeal, ola &amp; others - the economic times",
831,0,vikeshdhyani flipkart's making shopping happening with this chat app …,
832,0,uber cab voucher for your flipkart voucher?,
833,0,giant  betting on,
834,0,buy xxxl bean bag covers for just rs 699 in flipkart,
835,3,giant flips the kart of  wins court battle,
836,1,it's logistics guys from who are repeatedly committing the same offence for prepaid orders from,
837,0,"giant flipkart betting on visenze forrester
…",
838,0,"alcatel pop 8s tablet with voice calling (8 gb, for rs.10499 freebies  flipkart",
839,0,"flipkart women's kurta sale 60 % discount. 

offer page",
840,0,tag dzire wired mouse just for rs.119 only  flipkart (limited period offer),
841,0,"lee, levis, wrangler, pepe &amp; minimum 50% off on men's casual wear  flipkart",
842,0,"moto g 3rd gen comes with flipkart app preinstalled, and can't be removed.",
843,0,hitech microsdhc 16 gb class 10 premium for rs.379 only  flipkart (limited period offer),
844,0,flipkart rethinking its app-only strategy,
845,1,"hello flipkart! amazon expands 'prime now' service, offers alcohol delivery for first time",
846,0,sandisk cruzer blade 8 gb pendrive is selling cheaper at inr 218 today,
847,0,"rt flipkart, snapdeal, amazon, others dole out incentives to sellers",
848,0,flipkart adds social layer to its mobile app with ping | ndtv gadgets,
849,-1,"forget flipkart, snapdeal &amp; amazon. 

goibibo, oyo rooms &amp; zo rooms r changing d way indians stayed at hotels.

jai ho venture capitalist",
850,0,assassin's unity is selling cheaper by 4% at inr 890 today,
851,4,i have a amazon voucher.. i want to exchange it for voucher.. please help team,
852,1,flipkart has launched its new online shopping in-app feature. stay tuned for more online updates.,
853,3,amazon or flipkart... as they are popular here in india,
854,3,"launching alcatel pop 8s tablet priced  rs 10,499 in flipkart . get 500rs flipkart gift voucher free with this",
855,5,guys join &amp; win 2 smartphone,
856,1,rt flipkart has launched its new online shopping in-app feature. stay tuned for more online updates.,
857,0,when motog3 16gb addition will available (currently out of stock).... eagerly waiting for it.,
858,0,i3 3220 is selling cheaper at inr 7150 today,
859,0,flipkart keeps app plan on hold to assess how it will impact sales in big-ticket categories | et...,
860,2,"this \patel summelan\\ crowd in ahmedabad looks like a vc funded party at flipkart - lots of noise""",
861,4,read to win smartphone?,
862,2,"rt this \patel summelan\\ crowd in ahmedabad looks like a vc funded party at flipkart - lots of noise""",
863,0,rt ama  this 5th of sep at 3pm,
864,4,rt  read to win smartphone?,
865,0,ya i am in,
866,5,i want to win a smartphone.......,
867,-2,please raise a return request from your flipkart account for further assistance. sorry for the inconvenience though.,
868,0,"baught redmi2prime frm on 14th aug15. mfg date sept2015,fooling ppl its made in india.manuals in chinese.",
869,0,flipkart android app is now available at repository.,
870,0,rt   this happens when u buy product on  plz sell product on,
871,-2,rt  how the hell? how can you cancel an order after being shipped!!!! and for a silly reason.,
872,3,"rt  , kudos to you guys for moving at such a fast pace to become used or refurbished products are the on…",
873,0,"rt  use for all complaint's, i'm fighting for right against flipkart!",
874,0,rt  is  is,
875,0,"rt how  sell things
.
.
.
.
err, i mean ethics",
876,0,rt   u have not refunded my money back for the damaged good. its now a or a…,
